yGraph
Time (Seconds),y_Estimate (Meters),y_Real (Meters),Data (Meters)
32.700001,0.000499,0.000264,0.000499
32.750000,0.000264,-0.000091,0.000264
32.799999,-0.000091,-0.000263,-0.000091
32.849998,-0.000263,-0.000609,-0.000263
32.899998,-0.000609,-0.000759,-0.000609
32.950001,-0.000759,-0.001072,-0.000759
33.000000,-0.001072,-0.001858,-0.001072
33.049999,-0.001858,-0.001665,-0.001858
33.099998,-0.001666,-0.002803,-0.001666
33.149998,-0.002803,-0.002185,-0.002803
33.200001,-0.002185,-0.002440,-0.002185
33.250000,-0.002440,-0.002123,-0.002440
33.299999,-0.002123,-0.002023,-0.002123
33.349998,-0.002023,-0.002118,-0.002023
33.399998,-0.002118,-0.002036,-0.002118
33.450001,-0.002036,-0.002114,-0.002036
33.500000,-0.002114,-0.002066,-0.002114
33.549999,-0.002066,-0.002208,-0.002066
33.599998,-0.002208,-0.002173,-0.002208
33.649998,-0.002173,-0.002284,-0.002173
33.700001,-0.002284,-0.002217,-0.002284
33.750000,-0.002217,-0.002811,-0.002217
33.799999,-0.002811,-0.004431,-0.002811
33.849998,-0.004431,-0.001988,-0.004431
33.899998,-0.001988,-0.000954,-0.001988
33.950001,-0.000954,-0.000267,-0.000954
34.000000,-0.000267,0.000306,-0.000267
34.049999,0.000307,0.000606,0.000307
34.099998,0.000606,0.000956,0.000606
34.149998,0.000956,0.001009,0.000956
34.200001,0.001009,-0.000745,0.001009
34.250000,-0.000745,0.000816,-0.000745
34.299999,0.000816,0.001251,0.000816
34.349998,0.001251,0.000882,0.001251
34.399998,0.000882,-0.000284,0.000882
34.450001,-0.000284,0.000166,-0.000284
34.500000,0.000166,0.001926,0.000166
34.549999,0.001925,0.002543,0.001926
34.599998,0.002543,0.001833,0.002543
34.649998,0.001832,0.002625,0.001832
34.700001,0.002625,0.002683,0.002625
34.750000,0.002683,0.002450,0.002683
34.799999,0.002450,0.002270,0.002450
34.849998,0.002270,0.001846,0.002270
34.899998,0.001846,-0.000882,0.001846
34.950001,-0.000882,0.000833,-0.000882
35.000000,0.000833,0.000184,0.000833
35.049999,0.000184,0.001120,0.000184
35.099998,0.001119,0.001379,0.001119
35.149998,0.001379,0.000710,0.001379
35.200001,0.000710,0.001146,0.000710
35.250000,0.001146,0.000938,0.001146
35.299999,0.000938,0.000887,0.000938
35.349998,0.000887,0.000721,0.000887
35.399998,0.000722,0.000811,0.000721
35.450001,0.000811,0.000656,0.000811
35.500000,0.000656,0.000647,0.000656
35.549999,0.000647,0.000519,0.000647
35.599998,0.000519,0.000584,0.000519
35.649998,0.000584,-0.000801,0.000584
35.700001,-0.000801,0.000287,-0.000801
35.750000,0.000287,-0.000945,0.000287
35.799999,-0.000945,0.000373,-0.000945
35.849998,0.000373,0.000538,0.000373
35.899998,0.000538,0.000717,0.000538
35.950001,0.000717,0.000571,0.000717
36.000000,0.000571,0.000520,0.000571
36.049999,0.000520,0.000271,0.000520
36.099998,0.000271,0.000204,0.000271
36.149998,0.000204,-0.0000061,0.000204
36.200001,-0.000006,-0.000064,-0.000006
36.250000,-0.000064,-0.000342,-0.000064
36.299999,-0.000342,-0.000464,-0.000342
36.349998,-0.000464,-0.000740,-0.000464
36.399998,-0.000740,-0.003723,-0.000740
36.450001,-0.003723,-0.001444,-0.003723
36.500000,-0.001444,-0.000880,-0.001444
36.549999,-0.000880,-0.000652,-0.000880
36.599998,-0.000652,-0.000544,-0.000652
36.649998,-0.000544,-0.001694,-0.000544
36.700001,-0.001694,-0.000747,-0.001694
36.750000,-0.000747,-0.001088,-0.000747
36.799999,-0.001088,-0.000582,-0.001088
36.849998,-0.000582,-0.001204,-0.000582
36.899998,-0.001204,-0.001435,-0.001204

