yGraph
Time (Seconds),y_Estimate (Meters),y_Real (Meters),Data (Meters)
31.699999,0.083266,0.079648,0.083266
31.750000,0.079648,0.077735,0.079648
31.799999,0.077735,0.074705,0.077735
31.849998,0.074705,0.070206,0.074705
31.900000,0.070206,0.064701,0.070206
31.949999,0.064701,0.060327,0.064701
32.000000,0.060326,0.054771,0.060326
32.049999,0.054771,0.047357,0.054771
32.099998,0.047357,0.040210,0.047357
32.149998,0.040210,0.032896,0.040210
32.200001,0.032896,0.025818,0.032896
32.250000,0.025818,0.019171,0.025818
32.299999,0.019171,0.012818,0.019171
32.349998,0.012817,0.004498,0.012818
32.399998,0.004498,-0.002729,0.004498
32.450001,-0.002729,-0.010350,-0.002729
32.500000,-0.010350,-0.017082,-0.010350
32.549999,-0.017082,-0.025836,-0.017082
32.599998,-0.025836,-0.031871,-0.025836
32.649998,-0.031871,-0.037454,-0.031871
32.700001,-0.037454,-0.044219,-0.037454
32.750000,-0.044219,-0.048590,-0.044219
32.799999,-0.048590,-0.053222,-0.048590
32.849998,-0.053222,-0.058271,-0.053222
32.899998,-0.058271,-0.061847,-0.058271
32.950001,-0.061847,-0.067755,-0.061847
33.000000,-0.067755,-0.069848,-0.067755
33.049999,-0.069848,-0.070919,-0.069848
33.099998,-0.070919,-0.071523,-0.070919
33.149998,-0.071523,-0.071448,-0.071523
33.200001,-0.071448,-0.072136,-0.071449
33.250000,-0.072136,-0.071670,-0.072136
33.299999,-0.071670,-0.071083,-0.071670
33.349998,-0.071083,-0.072324,-0.071083
33.399998,-0.072324,-0.068336,-0.072324
33.450001,-0.068337,-0.066010,-0.068337
33.500000,-0.066010,-0.061103,-0.066009
33.549999,-0.061103,-0.056876,-0.061103
33.599998,-0.056876,-0.053686,-0.056876
33.649998,-0.053686,-0.048858,-0.053686
33.700001,-0.048858,-0.043270,-0.048858
33.750000,-0.043270,-0.037970,-0.043270
33.799999,-0.037970,-0.033552,-0.037970
33.849998,-0.033552,-0.028171,-0.033552
33.899998,-0.028171,-0.022353,-0.028171
33.950001,-0.022353,-0.015197,-0.022353
34.000000,-0.015197,-0.007606,-0.015197
34.049999,-0.007606,-0.000966,-0.007606
34.099998,-0.000966,0.005151,-0.000966
34.149998,0.005151,0.010563,0.005151
34.200001,0.010563,0.015263,0.010564
34.250000,0.015263,0.020416,0.015263
34.299999,0.020416,0.025222,0.020416
34.349998,0.025222,0.030853,0.025222
34.399998,0.030853,0.037638,0.030853
34.450001,0.037639,0.043099,0.037639
34.500000,0.043099,0.046335,0.043099
34.549999,0.046335,0.050099,0.046335
34.599998,0.050099,0.053578,0.050099
34.649998,0.053578,0.054951,0.053578
34.700001,0.054951,0.056711,0.054951
34.750000,0.056710,0.057134,0.056710
34.799999,0.057134,0.059499,0.057134
34.849998,0.059499,0.061960,0.059499
34.899998,0.061960,0.061751,0.061960
34.950001,0.061751,0.062551,0.061751
35.000000,0.062551,0.061688,0.062551
35.049999,0.061687,0.059808,0.061687
35.099998,0.059808,0.054863,0.059808
35.149998,0.054863,0.053856,0.054863
35.200001,0.053856,0.051561,0.053856
35.250000,0.051562,0.048950,0.051562
35.299999,0.048950,0.045455,0.048950
35.349998,0.045455,0.041889,0.045455
35.399998,0.041889,0.037803,0.041889
35.450001,0.037803,0.031376,0.037803
35.500000,0.031377,0.028130,0.031377
35.549999,0.028130,0.022162,0.028130
35.599998,0.022161,0.018769,0.022161
35.649998,0.018769,0.013442,0.018769
35.700001,0.013442,0.008399,0.013442
35.750000,0.008399,0.002253,0.008399
35.799999,0.002253,-0.003229,0.002253
35.849998,-0.003228,-0.008223,-0.003229
35.899998,-0.008223,-0.013344,-0.008223
35.950001,-0.013344,-0.017153,-0.013344
36.000000,-0.017153,-0.020680,-0.017153
36.049999,-0.020680,-0.024951,-0.020680
36.099998,-0.024951,-0.029399,-0.024951
36.149998,-0.029399,-0.034656,-0.029399
36.200001,-0.034656,-0.039368,-0.034656
36.250000,-0.039368,-0.041961,-0.039368
36.299999,-0.041961,-0.045598,-0.041961
36.349998,-0.045598,-0.046436,-0.045598
36.399998,-0.046436,-0.048148,-0.046436
36.450001,-0.048147,-0.049267,-0.048147
36.500000,-0.049267,-0.049597,-0.049267
36.549999,-0.049597,-0.050339,-0.049597
36.599998,-0.050339,-0.050804,-0.050339
36.649998,-0.050804,-0.051140,-0.050804
36.700001,-0.051141,-0.051820,-0.051141
36.750000,-0.051821,-0.050226,-0.051821
36.799999,-0.050226,-0.049670,-0.050226
36.849998,-0.049670,-0.046311,-0.049670
36.899998,-0.046311,-0.043268,-0.046311
36.950001,-0.043268,-0.040283,-0.043268
37.000000,-0.040283,-0.038601,-0.040283
37.049999,-0.038601,-0.035622,-0.038601
37.099998,-0.035622,-0.032148,-0.035622
37.149998,-0.032148,-0.028204,-0.032148
37.200001,-0.028204,-0.022799,-0.028204
37.250000,-0.022799,-0.018320,-0.022799
37.299999,-0.018320,-0.014101,-0.018320
37.349998,-0.014101,-0.010398,-0.014101
37.399998,-0.010398,-0.007175,-0.010398
37.450001,-0.007176,-0.002804,-0.007175
37.500000,-0.002804,0.001641,-0.002804
37.549999,0.001641,0.005607,0.001641
37.599998,0.005607,0.010798,0.005606
37.649998,0.010798,0.014289,0.010798
37.700001,0.014289,0.019530,0.014289
37.750000,0.019530,0.022524,0.019530
37.799999,0.022523,0.027146,0.022523
37.849998,0.027146,0.030458,0.027146
37.899998,0.030458,0.033409,0.030458
37.950001,0.033409,0.035621,0.033409
38.000000,0.035621,0.037620,0.035621
38.049999,0.037620,0.038614,0.037620
38.099998,0.038614,0.040125,0.038614
38.149998,0.040125,0.041136,0.040125
38.200001,0.041137,0.042323,0.041137
38.250000,0.042323,0.044710,0.042323
38.299999,0.044710,0.045798,0.044710
38.349998,0.045797,0.045743,0.045797
38.399998,0.045743,0.044849,0.045743
38.450001,0.044849,0.040357,0.044849
38.500000,0.040357,0.040842,0.040357
38.549999,0.040842,0.039618,0.040842
38.599998,0.039618,0.037231,0.039617
38.649998,0.037231,0.035301,0.037232
38.700001,0.035301,0.033619,0.035301
38.750000,0.033619,0.031053,0.033619
38.799999,0.031052,0.027025,0.031052
38.849998,0.027025,0.023159,0.027026
38.899998,0.023159,0.019602,0.023159
38.950001,0.019602,0.017175,0.019602
39.000000,0.017175,0.013376,0.017175
39.049999,0.013376,0.011279,0.013376
39.099998,0.011279,0.007928,0.011279
39.149998,0.007928,0.003341,0.007928
39.200001,0.003341,-0.001074,0.003341
39.250000,-0.001074,-0.005863,-0.001074
39.299999,-0.005863,-0.009990,-0.005863
39.349998,-0.009990,-0.012769,-0.009990
39.399998,-0.012769,-0.015463,-0.012769
39.450001,-0.015463,-0.017568,-0.015463
39.500000,-0.017568,-0.020719,-0.017568
39.549999,-0.020719,-0.023119,-0.020719
39.599998,-0.023119,-0.026944,-0.023119
39.649998,-0.026944,-0.028925,-0.026944
39.700001,-0.028925,-0.030984,-0.028925
39.750000,-0.030984,-0.033917,-0.030984
39.799999,-0.033917,-0.035139,-0.033917
39.849998,-0.035139,-0.035539,-0.035139
39.899998,-0.035539,-0.035858,-0.035539
39.950001,-0.035858,-0.036300,-0.035858
40.000000,-0.036300,-0.036554,-0.036300
40.049999,-0.036553,-0.037343,-0.036553
40.099998,-0.037343,-0.036540,-0.037343
40.149998,-0.036540,-0.035865,-0.036540
40.200001,-0.035865,-0.034701,-0.035865
40.250000,-0.034701,-0.034026,-0.034701
40.299999,-0.034026,-0.032894,-0.034026
40.349998,-0.032894,-0.030028,-0.032894
40.399998,-0.030028,-0.027407,-0.030028
40.450001,-0.027408,-0.024933,-0.027407
40.500000,-0.024933,-0.022355,-0.024933
40.549999,-0.022356,-0.020887,-0.022355
40.599998,-0.020887,-0.017279,-0.020887
40.649998,-0.017279,-0.014263,-0.017279
40.700001,-0.014263,-0.010989,-0.014264
40.750000,-0.010989,-0.007997,-0.010989
40.799999,-0.007997,-0.004860,-0.007997
40.849998,-0.004860,-0.003096,-0.004860
40.899998,-0.003096,0.000595,-0.003095
40.950001,0.000595,0.004703,0.000595
41.000000,0.004703,0.008432,0.004703
41.049999,0.008432,0.011565,0.008432
41.099998,0.011565,0.014430,0.011566
41.149998,0.014430,0.016794,0.014430
41.200001,0.016794,0.019075,0.016794
41.250000,0.019075,0.021134,0.019075
41.299999,0.021134,0.023275,0.021135
41.349998,0.023274,0.025171,0.023275
41.399998,0.025171,0.027051,0.025171
41.450001,0.027051,0.028561,0.027051
41.500000,0.028561,0.029944,0.028561
41.549999,0.029944,0.030868,0.029944
41.599998,0.030868,0.030985,0.030867
41.649998,0.030985,0.030857,0.030985
41.700001,0.030856,0.032046,0.030856
41.750000,0.032045,0.032314,0.032045
41.799999,0.032314,0.032212,0.032314
41.849998,0.032212,0.031361,0.032212
41.899998,0.031361,0.030232,0.031360
41.950001,0.030232,0.027395,0.030232
42.000000,0.027395,0.026855,0.027395
42.049999,0.026856,0.025404,0.026856
42.099998,0.025404,0.022875,0.025404
42.149998,0.022875,0.021814,0.022875
42.200001,0.021814,0.020020,0.021814
42.250000,0.020020,0.017736,0.020020
42.299999,0.017736,0.012747,0.017736
42.349998,0.012747,0.011954,0.012747
42.399998,0.011954,0.009982,0.011954
42.450001,0.009982,0.007761,0.009982
42.500000,0.007761,0.003841,0.007761
42.549999,0.003841,0.000652,0.003841
42.599998,0.000652,-0.002212,0.000652
42.649998,-0.002212,-0.004049,-0.002212
42.700001,-0.004049,-0.005491,-0.004049
42.750000,-0.005491,-0.008389,-0.005491
42.799999,-0.008389,-0.011980,-0.008389
42.849998,-0.011980,-0.013551,-0.011980
42.899998,-0.013551,-0.015630,-0.013551
42.950001,-0.015630,-0.018325,-0.015630
43.000000,-0.018326,-0.019790,-0.018325
43.049999,-0.019791,-0.021619,-0.019791
43.099998,-0.021619,-0.023085,-0.021619
43.149998,-0.023085,-0.024432,-0.023085
43.200001,-0.024432,-0.025334,-0.024432
43.250000,-0.025334,-0.026146,-0.025334
43.299999,-0.026146,-0.026438,-0.026146
43.349998,-0.026439,-0.027193,-0.026438
43.399998,-0.027193,-0.026549,-0.027193
43.450001,-0.026549,-0.027520,-0.026549
43.500000,-0.027520,-0.026923,-0.027520
43.549999,-0.026923,-0.025100,-0.026923
43.599998,-0.025100,-0.023711,-0.025100
43.649998,-0.023711,-0.022727,-0.023711
43.700001,-0.022727,-0.021824,-0.022727
43.750000,-0.021824,-0.021043,-0.021824
43.799999,-0.021043,-0.021346,-0.021043
43.849998,-0.021346,-0.018776,-0.021346
43.899998,-0.018776,-0.017068,-0.018776
43.950001,-0.017068,-0.014066,-0.017068
44.000000,-0.014066,-0.011440,-0.014066
44.049999,-0.011440,-0.009727,-0.011440
44.099998,-0.009727,-0.007670,-0.009727
44.149998,-0.007670,-0.005710,-0.007670
44.200001,-0.005710,-0.004196,-0.005710
44.250000,-0.004196,-0.002066,-0.004196
44.299999,-0.002066,0.000339,-0.002066
44.349998,0.000339,0.003431,0.000339
44.399998,0.003431,0.005815,0.003431
44.450001,0.005815,0.008799,0.005815
44.500000,0.008799,0.011605,0.008799
44.549999,0.011605,0.011883,0.011605
44.599998,0.011883,0.014264,0.011883
44.649998,0.014264,0.015573,0.014263
44.700001,0.015572,0.015639,0.015572
44.750000,0.015639,0.017812,0.015639

